,name,sensors_types
3073,BLU Quattro 5.7 HD,compass
3074,BLU Quattro 4.5,accelerometer
3075,BLU Quattro 4.5,gyro
3076,BLU Quattro 4.5,proximity
3077,BLU Quattro 4.5,compass
3078,BLU Vivo 4.65 HD,accelerometer
3079,BLU Vivo 4.65 HD,gyro
3080,BLU Vivo 4.65 HD,proximity
3081,BLU Vivo 4.65 HD,compass
3082,BLU Dash 3.2,accelerometer
3083,BLU Dash 3.2,gyro
3084,BLU Dash 3.2,proximity
3085,BLU Dash 3.2,compass
3086,BLU Touch Book 7.0 Plus,accelerometer
3087,BLU Touch Book 7.0 Plus,gyro
3088,BLU Touch Book 7.0 Plus,proximity
3089,BLU Touch Book 7.0 Plus,compass
3090,BLU Brooklyn,nan
3091,BLU Touch Book 7.0 Lite,accelerometer
3092,BLU Dash 3.5,accelerometer
3093,BLU Elite 3.8,accelerometer
3094,BLU Elite 3.8,gyro
3095,BLU Elite 3.8,proximity
3096,BLU Elite 3.8,compass
3097,BLU Dash,accelerometer
3098,BLU Dash,gyro
3099,BLU Dash,proximity
3100,BLU Dash,compass
3101,BLU Hero,nan
3102,BLU Touch Book 9.7,accelerometer
3103,BLU Touch Book 9.7,gyro
3104,BLU Touch Book 9.7,proximity
3105,BLU Touch Book 9.7,compass
3106,BLU Jenny TV,nan
3107,BLU Tank,nan
3108,BLU Vivo 4.3,accelerometer
3109,BLU Vivo 4.3,gyro
3110,BLU Vivo 4.3,proximity
3111,BLU Vivo 4.3,compass
3112,BLU Jenny,nan
3113,BLU Neo Pro,nan
3114,BLU Studio 5.3,accelerometer
3115,BLU Studio 5.3,gyro
3116,BLU Studio 5.3,proximity
3117,BLU Studio 5.3,compass
3118,BLU Neo,nan
3119,BLU Neo XT,nan
3120,BLU Touch Book 7.0,accelerometer
3121,BLU Deco Pro,nan
3122,BLU Deco Mini,nan
3123,BLU Deco XT,nan
3124,BLU Deco,nan
3125,BLU Electro,nan
3126,BLU Spark,nan
3127,BLU Deejay Flip,nan
3128,BLU Samba Elite,nan
3129,BLU Deejay Touch,nan
3130,BLU Tattoo Mini,nan
3131,BLU Lindy,nan
3132,BLU Samba JR,nan
3133,BLU Bar Q,nan
3134,BLU Magic,accelerometer
3135,BLU Magic,proximity
3136,BLU Magic,compass
3137,BLU Touch,nan
3138,BLU Diesel 3G,nan
3139,BLU Deejay II,nan
3140,BLU Swing,nan
3141,BLU Ultra,nan
3142,BLU Tango,accelerometer
3143,BLU Tango,compass
3144,BLU Speed,nan
3145,BLU Smart,nan
3146,BLU Flash,nan
3147,BLU Cubo,nan
3148,BLU Samba Mini,nan
3149,BLU Samba Q,nan
3150,BLU Tattoo,nan
3151,BLU Samba,nan
3152,BLU Tattoo TV,nan
3153,BLU Disco2GO II,nan
3154,BLU Click,nan
3155,BLU Slim TV,nan
3156,BLU Deejay,nan
3157,BLU TV2Go Lite,nan
3158,BLU Brilliant,nan
3159,BLU EZ2Go,nan
3160,BLU Kick,nan
3161,BLU Vida1,nan
3162,BLU Texting 2 GO,nan
3163,BLU Dual SIM Lite,nan
3164,HTC Desire 516 dual sim,accelerometer
3165,BLU Gol,nan
3166,HTC One (E8),accelerometer
3167,HTC One (E8),gyro
3168,HTC One (E8),proximity
3169,HTC One (E8),compass
3170,HTC One (E8),barometer
3171,HTC One mini 2,accelerometer
3172,HTC One mini 2,proximity
3173,HTC One mini 2,compass
3174,HTC Desire 210 dual sim,accelerometer
3175,HTC One (M8) CDMA,accelerometer
3176,HTC One (M8) CDMA,gyro
3177,HTC One (M8) CDMA,proximity
3178,HTC One (M8) CDMA,compass
3179,HTC One (M8) CDMA,barometer
3180,HTC Desire 616 dual sim,accelerometer
3181,HTC Desire 616 dual sim,proximity
3182,HTC Desire 310 dual sim,accelerometer
3183,HTC One (M8),accelerometer
3184,HTC One (M8),gyro
3185,HTC One (M8),proximity
3186,HTC One (M8),compass
3187,HTC One (M8),barometer
3188,HTC Desire 310,accelerometer
3189,HTC Desire 816 dual sim,accelerometer
3190,HTC Desire 816 dual sim,proximity
3191,HTC Desire 816 dual sim,compass
3192,HTC Desire 610,accelerometer
3193,HTC Desire 610,proximity
3194,HTC Desire 501 dual sim,accelerometer
3195,HTC Desire 501 dual sim,proximity
3196,HTC Desire 501 dual sim,compass
3197,HTC Desire 700,accelerometer
3198,HTC Desire 700,proximity
3199,HTC Desire 700,compass
3200,HTC Desire 700 dual sim,accelerometer
3201,HTC Desire 700 dual sim,proximity
3202,HTC Desire 700 dual sim,compass
3203,HTC Desire 601 dual sim,accelerometer
3204,HTC Desire 601 dual sim,proximity
3205,HTC Desire 816,accelerometer
3206,HTC Desire 816,proximity
3207,HTC Desire 816,compass
3208,HTC Desire 501,accelerometer
3209,HTC Desire 501,proximity
3210,HTC Desire 501,compass
3211,HTC Desire 300,accelerometer
3212,HTC Desire 300,proximity
3213,HTC Desire 601,accelerometer
3214,HTC Desire 601,proximity
3215,HTC Desire 500,accelerometer
3216,HTC Desire 500,proximity
3217,HTC One Max,fingerprint
3218,HTC One Max,accelerometer
3219,HTC One Max,gyro
3220,HTC One Max,proximity
3221,HTC One Max,compass
3222,HTC One mini,accelerometer
3223,HTC One mini,gyro
3224,HTC One mini,proximity
3225,HTC One mini,compass
3226,HTC Desire L,accelerometer
3227,HTC Desire L,proximity
3228,HTC Desire Q,accelerometer
3229,HTC Desire Q,proximity
3230,HTC Desire P,accelerometer
3231,HTC Desire P,proximity
3232,HTC 8XT,accelerometer
3233,HTC 8XT,proximity
3234,HTC 8XT,compass
3235,HTC Butterfly S,accelerometer
3236,HTC Butterfly S,gyro
3237,HTC Butterfly S,proximity
3238,HTC Butterfly S,compass
3239,HTC Desire 200,accelerometer
3240,HTC Desire 200,proximity
3241,HTC Desire 600 dual sim,accelerometer
3242,HTC Desire 600 dual sim,proximity
3243,HTC One Dual Sim,accelerometer
3244,HTC One Dual Sim,gyro
3245,HTC One Dual Sim,proximity
3246,HTC One Dual Sim,compass
3247,HTC One,accelerometer
3248,HTC One,gyro
3249,HTC One,proximity
3250,HTC One,compass
3251,HTC First,accelerometer
3252,HTC First,gyro
3253,HTC First,proximity
3254,HTC First,compass
3255,HTC Desire U,accelerometer
3256,HTC Desire U,proximity
3257,HTC Butterfly,accelerometer
3258,HTC Butterfly,gyro
3259,HTC Butterfly,proximity
3260,HTC Butterfly,compass
3261,HTC Desire 400 dual sim,accelerometer
3262,HTC Desire 400 dual sim,proximity
3263,HTC One SV,accelerometer
3264,HTC One SV,proximity
3265,HTC One SV,compass
3266,HTC One SV CDMA,accelerometer
3267,HTC One SV CDMA,proximity
3268,HTC One SV CDMA,compass
3269,HTC DROID DNA,accelerometer
3270,HTC DROID DNA,gyro
3271,HTC DROID DNA,proximity
3272,HTC DROID DNA,compass
3273,HTC Desire SV,accelerometer
3274,HTC Desire SV,proximity
3275,HTC One VX,accelerometer
3276,HTC One VX,proximity
3277,HTC One VX,compass
3278,HTC One X+,accelerometer
3279,HTC One X+,gyro
3280,HTC One X+,proximity
3281,HTC One X+,compass
3282,HTC Windows Phone 8X,accelerometer
3283,HTC Windows Phone 8X,proximity
3284,HTC Windows Phone 8X,compass
3285,HTC Windows Phone 8S,accelerometer
3286,HTC Windows Phone 8S,proximity
3287,HTC One ST,accelerometer
3288,HTC One ST,proximity
3289,HTC One SC,accelerometer
3290,HTC One SC,proximity
3291,HTC Desire X,accelerometer
3292,HTC Desire X,proximity
3293,HTC Desire VT,accelerometer
3294,HTC Desire VT,proximity
3295,HTC Desire XC,accelerometer
3296,HTC Desire XC,proximity
3297,HTC Desire VC,accelerometer
3298,HTC Desire VC,proximity
3299,HTC Windows Phone 8X CDMA,accelerometer
3300,HTC Windows Phone 8X CDMA,proximity
3301,HTC Windows Phone 8X CDMA,compass
3302,HTC 10 Lifestyle,fingerprint
3303,HTC 10 Lifestyle,accelerometer
3304,HTC 10 Lifestyle,gyro
3305,HTC 10 Lifestyle,proximity
3306,HTC 10 Lifestyle,compass
3307,HTC One S9,accelerometer
3308,HTC One S9,gyro
3309,HTC One S9,proximity
3310,HTC One S9,compass
3311,HTC Desire 630,accelerometer
3312,HTC Desire 630,proximity
3313,HTC Desire 825,accelerometer
3314,HTC Desire 825,proximity
3315,HTC Desire 825,compass
3316,HTC Desire 625,accelerometer
3317,HTC Desire 530,accelerometer
3318,HTC Desire 530,proximity
3319,HTC One X9,accelerometer
3320,HTC One X9,gyro
3321,HTC One X9,proximity
3322,HTC One X9,compass
3323,HTC One M9s,accelerometer
3324,HTC One M9s,gyro
3325,HTC One M9s,proximity
3326,HTC One M9s,compass
3327,HTC 10,fingerprint
3328,HTC 10,accelerometer
3329,HTC 10,gyro
3330,HTC 10,proximity
3331,HTC 10,compass
3332,HTC Desire 828 dual sim,accelerometer
3333,HTC Desire 828 dual sim,proximity
3334,HTC Desire 828 dual sim,compass
3335,HTC Desire 728 dual sim,accelerometer
3336,HTC Desire 728 dual sim,proximity
3337,HTC Desire 728 dual sim,compass
3338,HTC One E9s dual sim,yes
3339,HTC One M9+ Supreme Camera,fingerprint
3340,HTC One M9+ Supreme Camera,accelerometer
3341,HTC One M9+ Supreme Camera,gyro
3342,HTC One M9+ Supreme Camera,proximity
3343,HTC One M9+ Supreme Camera,compass
3344,HTC One A9,fingerprint
3345,HTC One A9,accelerometer
3346,HTC One A9,gyro
3347,HTC One A9,proximity
3348,HTC One A9,compass
3349,HTC Butterfly 3,accelerometer
3350,HTC Butterfly 3,gyro
3351,HTC Butterfly 3,proximity
3352,HTC Butterfly 3,compass
3353,HTC Desire 626 (USA),accelerometer
3354,HTC Desire 626 (USA),proximity
3355,HTC Desire 626 (USA),compass
3356,HTC Desire 626s,yes
3357,HTC One ME,fingerprint
3358,HTC One ME,accelerometer
3359,HTC One ME,gyro
3360,HTC One ME,proximity
3361,HTC One ME,compass
3362,HTC Desire 526,accelerometer
3363,HTC Desire 526,proximity
3364,HTC Desire 520,accelerometer
3365,HTC Desire 520,proximity
3366,HTC Desire 820G+ dual sim,accelerometer
3367,HTC Desire 820G+ dual sim,proximity
3368,HTC Desire 820G+ dual sim,compass
3369,HTC Desire 326G dual sim,accelerometer
3370,HTC Desire 326G dual sim,proximity
3371,HTC One M8s,accelerometer
3372,HTC One M8s,gyro
3373,HTC One M8s,proximity
3374,HTC One M8s,compass
3375,HTC One M8s,barometer
3376,HTC One M9+,fingerprint
3377,HTC One M9+,accelerometer
3378,HTC One M9+,gyro
3379,HTC One M9+,proximity
3380,HTC One M9+,compass
3381,HTC One E9+,accelerometer
3382,HTC One E9+,gyro
3383,HTC One E9+,proximity
3384,HTC One E9+,compass
3385,HTC One E9,accelerometer
3386,HTC One E9,gyro
3387,HTC One E9,proximity
3388,HTC One E9,compass
3389,HTC One M9,accelerometer
3390,HTC One M9,gyro
3391,HTC One M9,proximity
3392,HTC One M9,compass
3393,HTC Desire 626G+,accelerometer
3394,HTC Desire 626G+,proximity
3395,HTC Desire 626G+,compass
3396,HTC Desire 820s dual sim,accelerometer
3397,HTC Desire 820s dual sim,proximity
3398,HTC Desire 820s dual sim,compass
3399,HTC Desire 526G+ dual sim ,accelerometer
3400,HTC Desire 526G+ dual sim ,proximity
3401,HTC Desire 826 dual sim,accelerometer
3402,HTC Desire 826 dual sim,proximity
3403,HTC Desire 826 dual sim,compass
3404,HTC Desire 320,accelerometer
3405,HTC Desire 620G dual sim,accelerometer
3406,HTC Desire 620G dual sim,proximity
3407,HTC Desire 620,accelerometer
3408,HTC Desire 620,proximity
3409,HTC Nexus 9,accelerometer
3410,HTC Nexus 9,gyro
3411,HTC Nexus 9,compass
3412,HTC Desire 816G dual sim,accelerometer
3413,HTC Desire 816G dual sim,proximity
3414,HTC Desire 816G dual sim,compass
3415,HTC Desire 626,accelerometer
3416,HTC Desire 626,proximity
3417,HTC Desire 626,compass
3418,HTC Desire Eye,accelerometer
3419,HTC Desire Eye,gyro
3420,HTC Desire Eye,proximity
3421,HTC Desire Eye,compass
3422,HTC Desire 612,accelerometer
3423,HTC Desire 612,proximity
3424,HTC Desire 820q dual sim,accelerometer
3425,HTC Desire 820q dual sim,proximity
3426,HTC Desire 820q dual sim,compass
3427,HTC One (M8 Eye),accelerometer
3428,HTC One (M8 Eye),gyro
3429,HTC One (M8 Eye),proximity
3430,HTC One (M8 Eye),compass
3431,HTC Desire 820,accelerometer
3432,HTC Desire 820,proximity
3433,HTC Desire 820,compass
3434,HTC One (E8) CDMA,accelerometer
3435,HTC One (E8) CDMA,gyro
3436,HTC One (E8) CDMA,proximity
3437,HTC One (E8) CDMA,compass
3438,HTC One (E8) CDMA,barometer
3439,HTC Desire 510,accelerometer
3440,HTC Desire 510,proximity
3441,HTC One (M8) for Windows,accelerometer
3442,HTC One (M8) for Windows,gyro
3443,HTC One (M8) for Windows,proximity
3444,HTC One (M8) for Windows,compass
3445,HTC One (M8) for Windows,barometer
3446,HTC One (M8) for Windows (CDMA),accelerometer
3447,HTC One (M8) for Windows (CDMA),gyro
3448,HTC One (M8) for Windows (CDMA),proximity
3449,HTC One (M8) for Windows (CDMA),compass
3450,HTC One (M8) for Windows (CDMA),barometer
3451,HTC Desire 820 dual sim,accelerometer
3452,HTC Desire 820 dual sim,proximity
3453,HTC Desire 820 dual sim,compass
3454,HTC Butterfly 2,accelerometer
3455,HTC Butterfly 2,gyro
3456,HTC Butterfly 2,proximity
3457,HTC Butterfly 2,compass
3458,HTC Butterfly 2,barometer
3459,HTC One Remix,accelerometer
3460,HTC One Remix,proximity
3461,HTC One Remix,compass
3462,HTC Wildfire E star,fingerprint
3463,HTC Wildfire E star,accelerometer
3464,HTC Wildfire E star,proximity
3465,HTC U23,fingerprint
3466,HTC U23,accelerometer
3467,HTC U23,gyro
3468,HTC U23,proximity
3469,HTC U23,compass
3470,HTC U23 Pro,fingerprint
3471,HTC U23 Pro,accelerometer
3472,HTC U23 Pro,gyro
3473,HTC U23 Pro,proximity
3474,HTC U23 Pro,compass
3475,HTC A103 Plus,accelerometer
3476,HTC A103 Plus,gyro
3477,HTC A103 Plus,proximity
3478,HTC A103,accelerometer
3479,HTC A103,gyro
3480,HTC A102,accelerometer
3481,HTC A102,gyro
3482,HTC A102,proximity
3483,HTC A101,accelerometer
3484,HTC A101,gyro
3485,HTC A101,proximity
3486,HTC Wildfire E2 Play,fingerprint
3487,HTC Wildfire E2 Play,accelerometer
3488,HTC Wildfire E2 Play,gyro
3489,HTC Wildfire E2 Play,proximity
3490,HTC Wildfire E2 Play,compass
3491,HTC Wildfire E3 lite,fingerprint
3492,HTC Wildfire E3 lite,accelerometer
3493,HTC Wildfire E3 lite,proximity
3494,HTC One (M8) dual sim,accelerometer
3495,HTC One (M8) dual sim,gyro
3496,HTC One (M8) dual sim,proximity
3497,HTC One (M8) dual sim,compass
3498,HTC One (M8) dual sim,barometer
3499,HTC Desire 22 Pro,fingerprint
3500,HTC Desire 22 Pro,accelerometer
3501,HTC Desire 22 Pro,gyro
3502,HTC Desire 22 Pro,proximity
3503,HTC Desire 22 Pro,compass
3504,HTC Wildfire E2 Plus,fingerprint
3505,HTC Wildfire E2 Plus,accelerometer
3506,HTC Wildfire E2 Plus,proximity
3507,HTC Wildfire E2 Plus,compass
3508,HTC Wildfire E plus,accelerometer
3509,HTC Wildfire E plus,compass
3510,HTC Wildfire E3,fingerprint
3511,HTC Wildfire E3,accelerometer
3512,HTC Wildfire E3,proximity
3513,HTC Wildfire E3,compass
3514,HTC Desire 20+,fingerprint
3515,HTC Desire 20+,accelerometer
3516,HTC Desire 20+,gyro
3517,HTC Desire 20+,proximity
3518,HTC Desire 20+,compass
3519,HTC Wildfire E1 lite,fingerprint
3520,HTC Wildfire E1 lite,accelerometer
3521,HTC Wildfire E1 lite,proximity
3522,HTC Wildfire E2,fingerprint
3523,HTC Wildfire E2,accelerometer
3524,HTC Wildfire E2,proximity
3525,HTC Wildfire E2,compass
3526,HTC Desire 21 Pro 5G,fingerprint
3527,HTC Desire 21 Pro 5G,accelerometer
3528,HTC Desire 21 Pro 5G,gyro
3529,HTC Desire 21 Pro 5G,proximity
3530,HTC Desire 21 Pro 5G,compass
3531,HTC Wildfire E,fingerprint
3532,HTC Wildfire E,accelerometer
3533,HTC Wildfire E,proximity
3534,HTC Wildfire E,compass
3535,HTC Wildfire E1 plus,fingerprint
3536,HTC Wildfire E1 plus,accelerometer
3537,HTC Wildfire E1 plus,proximity
3538,HTC Wildfire E1 plus,compass
3539,HTC Wildfire E1,fingerprint
3540,HTC Wildfire E1,accelerometer
3541,HTC Wildfire E1,proximity
3542,HTC Wildfire E1,compass
3543,HTC U20 5G,fingerprint
3544,HTC U20 5G,accelerometer
3545,HTC U20 5G,gyro
3546,HTC U20 5G,proximity
3547,HTC U20 5G,compass
3548,HTC U20 5G,sar
3549,HTC Desire 20 Pro,fingerprint
3550,HTC Desire 20 Pro,accelerometer
3551,HTC Desire 20 Pro,gyro
3552,HTC Desire 20 Pro,proximity
3553,HTC Desire 20 Pro,compass
3554,HTC Exodus 1s,fingerprint
3555,HTC Exodus 1s,accelerometer
3556,HTC Exodus 1s,proximity
3557,HTC Exodus 1s,compass
3558,HTC Wildfire X,fingerprint
3559,HTC Wildfire X,accelerometer
3560,HTC Wildfire X,gyro
3561,HTC Wildfire X,proximity
3562,HTC U19e,iris scanner
3563,HTC U19e,fingerprint
3564,HTC U19e,accelerometer
3565,HTC U19e,gyro
3566,HTC U19e,proximity
3567,HTC U19e,compass
3568,HTC Desire 19s,fingerprint
3569,HTC Desire 19s,accelerometer
3570,HTC Desire 19s,proximity
3571,HTC Desire 19s,compass
3572,HTC Desire 12s,fingerprint
3573,HTC Desire 12s,accelerometer
3574,HTC Desire 12s,proximity
3575,HTC Desire 12s,compass
3576,HTC Exodus 1,fingerprint
3577,HTC Exodus 1,accelerometer
3578,HTC Exodus 1,gyro
3579,HTC Exodus 1,proximity
3580,HTC Exodus 1,compass
3581,HTC Desire 19+,fingerprint
3582,HTC Desire 19+,accelerometer
3583,HTC Desire 19+,proximity
3584,HTC Desire 19+,compass
3585,HTC U12 life,fingerprint
3586,HTC U12 life,accelerometer
3587,HTC U12 life,gyro
3588,HTC U12 life,proximity
3589,HTC U12 life,compass
3590,HTC Desire 12+,fingerprint
3591,HTC Desire 12+,accelerometer
3592,HTC Desire 12+,proximity
3593,HTC Desire 12+,compass
3594,HTC Desire 12,accelerometer
3595,HTC Desire 12,proximity
3596,HTC Desire 12,compass
3597,HTC U11 Eyes,fingerprint
3598,HTC U11 Eyes,accelerometer
3599,HTC U11 Eyes,gyro
3600,HTC U11 Eyes,proximity
3601,HTC U11 Eyes,compass
3602,HTC U11+,fingerprint
3603,HTC U11+,accelerometer
3604,HTC U11+,gyro
3605,HTC U11+,proximity
3606,HTC U11+,compass
3607,HTC U11,fingerprint
3608,HTC U11,accelerometer
3609,HTC U11,gyro
3610,HTC U11,proximity
3611,HTC U11,compass
3612,HTC U11 Life,fingerprint
3613,HTC U11 Life,accelerometer
3614,HTC U11 Life,gyro
3615,HTC U11 Life,proximity
3616,HTC U11 Life,compass
3617,HTC One X10,fingerprint
3618,HTC One X10,accelerometer
3619,HTC One X10,gyro
3620,HTC One X10,proximity
3621,HTC One X10,compass
3622,HTC U Play,fingerprint
3623,HTC U Play,accelerometer
3624,HTC U Play,gyro
3625,HTC U Play,proximity
3626,HTC U Play,compass
3627,HTC U12+,fingerprint
3628,HTC U12+,accelerometer
3629,HTC U12+,gyro
3630,HTC U12+,proximity
3631,HTC U12+,compass
3632,HTC 10 evo,fingerprint
3633,HTC 10 evo,accelerometer
3634,HTC 10 evo,gyro
3635,HTC 10 evo,proximity
3636,HTC 10 evo,compass
3637,HTC Desire 650,accelerometer
3638,HTC Desire 650,proximity
3639,HTC U Ultra,fingerprint
3640,HTC U Ultra,accelerometer
3641,HTC U Ultra,gyro
3642,HTC U Ultra,proximity
3643,HTC U Ultra,compass
3644,HTC Desire 10 Pro,fingerprint
3645,HTC Desire 10 Pro,accelerometer
3646,HTC Desire 10 Pro,gyro
3647,HTC Desire 10 Pro,proximity
3648,HTC Desire 10 Pro,compass
3649,HTC Desire 10 Lifestyle,accelerometer
3650,HTC Desire 10 Lifestyle,proximity
3651,HTC Desire 10 Lifestyle,compass
3652,HTC One A9s,fingerprint
3653,HTC One A9s,accelerometer
3654,HTC One A9s,proximity
3655,HTC One A9s,compass
3656,HTC Desire 728 Ultra,accelerometer
3657,HTC Desire 728 Ultra,proximity
3658,HTC Desire 728 Ultra,compass
3659,HTC Desire 628,accelerometer
3660,HTC Desire 628,proximity
3661,HTC One M9 Prime Camera,accelerometer
3662,HTC One M9 Prime Camera,gyro
3663,HTC One M9 Prime Camera,proximity
3664,HTC One M9 Prime Camera,compass
3665,HTC Desire 10 Compact,accelerometer
3666,HTC Desire 10 Compact,proximity
3667,HTC Desire 830,accelerometer
3668,HTC Desire 830,proximity
3669,HTC Desire 830,compass
3670,HTC J,accelerometer
3671,HTC J,gyro
3672,HTC J,proximity
3673,HTC J,compass
3674,HTC Desire V,accelerometer
3675,HTC Desire V,proximity
3676,HTC Desire C,accelerometer
3677,HTC Desire C,proximity
3678,HTC Evo 4G LTE,accelerometer
3679,HTC Evo 4G LTE,gyro
3680,HTC Evo 4G LTE,proximity
3681,HTC Evo 4G LTE,compass
3682,HTC DROID Incredible 4G LTE,accelerometer
3683,HTC DROID Incredible 4G LTE,gyro
3684,HTC DROID Incredible 4G LTE,proximity
3685,HTC DROID Incredible 4G LTE,compass
3686,HTC One X AT&T,accelerometer
3687,HTC One X AT&T,gyro
3688,HTC One X AT&T,proximity
3689,HTC One X AT&T,compass
3690,HTC One XC,accelerometer
3691,HTC One XC,gyro
3692,HTC One XC,proximity
3693,HTC One XC,compass
3694,HTC One XL,accelerometer
3695,HTC One XL,gyro
3696,HTC One XL,proximity
3697,HTC One XL,compass
3698,HTC One X,accelerometer
3699,HTC One X,gyro
3700,HTC One X,proximity
3701,HTC One X,compass
3702,HTC One S C2,accelerometer
3703,HTC One S C2,gyro
3704,HTC One S C2,proximity
3705,HTC One S C2,compass
3706,HTC One S,accelerometer
3707,HTC One S,gyro
3708,HTC One S,proximity
3709,HTC One S,compass
3710,HTC Velocity 4G Vodafone,accelerometer
3711,HTC Velocity 4G Vodafone,gyro
3712,HTC Velocity 4G Vodafone,proximity
3713,HTC Velocity 4G Vodafone,compass
3714,HTC One V,accelerometer
3715,HTC One V,proximity
3716,HTC Velocity 4G,accelerometer
3717,HTC Velocity 4G,gyro
3718,HTC Velocity 4G,proximity
3719,HTC Velocity 4G,compass
3720,HTC Titan II,accelerometer
3721,HTC Titan II,gyro
3722,HTC Titan II,proximity
3723,HTC Titan II,compass
3724,HTC EVO Design 4G,accelerometer
3725,HTC EVO Design 4G,proximity
3726,HTC EVO Design 4G,compass
3727,HTC Vivid,accelerometer
3728,HTC Vivid,proximity
3729,HTC Vivid,compass
3730,HTC Rezound,accelerometer
3731,HTC Rezound,gyro
3732,HTC Rezound,proximity
3733,HTC Rezound,compass
3734,HTC Sensation XL,accelerometer
3735,HTC Sensation XL,gyro
3736,HTC Sensation XL,proximity
3737,HTC Sensation XL,compass
3738,HTC Explorer,accelerometer
3739,HTC Explorer,proximity
3740,HTC Raider 4G,accelerometer
3741,HTC Raider 4G,gyro
3742,HTC Raider 4G,proximity
3743,HTC Rhyme,accelerometer
3744,HTC Rhyme,proximity
3745,HTC Rhyme,compass
3746,HTC Amaze 4G,accelerometer
3747,HTC Amaze 4G,proximity
3748,HTC Amaze 4G,compass
3749,HTC Rhyme CDMA,accelerometer
3750,HTC Rhyme CDMA,proximity
3751,HTC Rhyme CDMA,compass
3752,HTC Sensation XE,accelerometer
3753,HTC Sensation XE,gyro
3754,HTC Sensation XE,proximity
3755,HTC Sensation XE,compass
3756,HTC Jetstream,accelerometer
3757,HTC Jetstream,compass
3758,HTC Titan,accelerometer
3759,HTC Titan,gyro
3760,HTC Titan,proximity
3761,HTC Titan,compass
3762,HTC Radar,accelerometer
3763,HTC Radar,proximity
3764,HTC Hero S,accelerometer
3765,HTC Hero S,proximity
3766,HTC Hero S,compass
3767,HTC Status,accelerometer
3768,HTC Status,proximity
3769,HTC Status,compass
3770,HTC Panache,accelerometer
3771,HTC Panache,proximity
3772,HTC Trophy,accelerometer
3773,HTC Trophy,proximity
3774,HTC Sensation 4G,accelerometer
3775,HTC Sensation 4G,gyro
3776,HTC Sensation 4G,proximity
3777,HTC Sensation 4G,compass
3778,HTC EVO 3D,accelerometer
3779,HTC EVO 3D,gyro
3780,HTC EVO 3D,proximity
3781,HTC EVO 3D,compass
3782,HTC DROID Incredible 2,accelerometer
3783,HTC DROID Incredible 2,proximity
3784,HTC DROID Incredible 2,compass
